"","chr","start","CHR_POS","region"
"103556","NC_031795.1",95432,"NC_031795.1_95432","Intergenic"
"103593","NC_031795.1",285204,"NC_031795.1_285204","Gene body"
"103594","NC_031795.1",285219,"NC_031795.1_285219","Gene body"
"103595","NC_031795.1",285234,"NC_031795.1_285234","Gene body"
"103596","NC_031795.1",285256,"NC_031795.1_285256","Gene body"
"103597","NC_031795.1",285262,"NC_031795.1_285262","Gene body"
"103598","NC_031795.1",285311,"NC_031795.1_285311","Gene body"
"103599","NC_031795.1",285774,"NC_031795.1_285774","Gene body"
"103600","NC_031795.1",285787,"NC_031795.1_285787","Gene body"
"103618","NC_031795.1",346892,"NC_031795.1_346892","Up- or downstream"
"103619","NC_031795.1",378612,"NC_031795.1_378612","Intergenic"
"103622","NC_031795.1",378644,"NC_031795.1_378644","Intergenic"
"103624","NC_031795.1",378711,"NC_031795.1_378711","Intergenic"
"103625","NC_031795.1",378724,"NC_031795.1_378724","Intergenic"
"103627","NC_031795.1",523851,"NC_031795.1_523851","Up- or downstream"
"103631","NC_031795.1",537172,"NC_031795.1_537172","Up- or downstream"
"103641","NC_031795.1",605109,"NC_031795.1_605109","Intergenic"
"103643","NC_031795.1",617476,"NC_031795.1_617476","Intergenic"
"103665","NC_031795.1",832600,"NC_031795.1_832600","Intergenic"
"103667","NC_031795.1",832615,"NC_031795.1_832615","Intergenic"
"103669","NC_031795.1",832650,"NC_031795.1_832650","Intergenic"
"103671","NC_031795.1",832677,"NC_031795.1_832677","Intergenic"
"103697","NC_031795.1",834323,"NC_031795.1_834323","Intergenic"
"103721","NC_031795.1",909601,"NC_031795.1_909601","Up- or downstream"
"103726","NC_031795.1",909665,"NC_031795.1_909665","Up- or downstream"
"103771","NC_031795.1",1387030,"NC_031795.1_1387030","Up- or downstream"
"103788","NC_031795.1",1414883,"NC_031795.1_1414883","Intergenic"
"103794","NC_031795.1",1604323,"NC_031795.1_1604323","Gene body"
"103796","NC_031795.1",1604398,"NC_031795.1_1604398","Gene body"
"103801","NC_031795.1",1645147,"NC_031795.1_1645147","Gene body"
"103802","NC_031795.1",1645221,"NC_031795.1_1645221","Gene body"
"103803","NC_031795.1",1645287,"NC_031795.1_1645287","Gene body"
"103808","NC_031795.1",1662926,"NC_031795.1_1662926","Promoter"
"103828","NC_031795.1",1706479,"NC_031795.1_1706479","Gene body"
"103866","NC_031795.1",1764481,"NC_031795.1_1764481","Up- or downstream"
"103867","NC_031795.1",1764552,"NC_031795.1_1764552","Up- or downstream"
"103868","NC_031795.1",1764578,"NC_031795.1_1764578","Up- or downstream"
"103869","NC_031795.1",1764643,"NC_031795.1_1764643","Up- or downstream"
"103870","NC_031795.1",1764666,"NC_031795.1_1764666","Up- or downstream"
"103871","NC_031795.1",1764676,"NC_031795.1_1764676","Up- or downstream"
"103872","NC_031795.1",1764684,"NC_031795.1_1764684","Up- or downstream"
"103881","NC_031795.1",1765006,"NC_031795.1_1765006","Up- or downstream"
"103901","NC_031795.1",1799485,"NC_031795.1_1799485","Gene body"
"103906","NC_031795.1",1799555,"NC_031795.1_1799555","Gene body"
"103907","NC_031795.1",1803924,"NC_031795.1_1803924","Promoter"
"103909","NC_031795.1",1804068,"NC_031795.1_1804068","Promoter"
"103911","NC_031795.1",1804115,"NC_031795.1_1804115","Promoter"
"103916","NC_031795.1",1816600,"NC_031795.1_1816600","Gene body"
"103917","NC_031795.1",1816602,"NC_031795.1_1816602","Gene body"
"103923","NC_031795.1",1849577,"NC_031795.1_1849577","Up- or downstream"
"103924","NC_031795.1",1849586,"NC_031795.1_1849586","Up- or downstream"
"103929","NC_031795.1",1849739,"NC_031795.1_1849739","Up- or downstream"
"103930","NC_031795.1",1849780,"NC_031795.1_1849780","Up- or downstream"
"103932","NC_031795.1",1852448,"NC_031795.1_1852448","Up- or downstream"
"103934","NC_031795.1",1877871,"NC_031795.1_1877871","Gene body"
"104002","NC_031795.1",1999309,"NC_031795.1_1999309","Up- or downstream"
"104005","NC_031795.1",2016336,"NC_031795.1_2016336","Up- or downstream"
"104006","NC_031795.1",2016338,"NC_031795.1_2016338","Up- or downstream"
"104007","NC_031795.1",2016362,"NC_031795.1_2016362","Up- or downstream"
"104009","NC_031795.1",2016393,"NC_031795.1_2016393","Up- or downstream"
"104010","NC_031795.1",2016439,"NC_031795.1_2016439","Up- or downstream"
"104011","NC_031795.1",2016449,"NC_031795.1_2016449","Up- or downstream"
"104012","NC_031795.1",2016458,"NC_031795.1_2016458","Up- or downstream"
"104013","NC_031795.1",2016469,"NC_031795.1_2016469","Up- or downstream"
"104016","NC_031795.1",2150128,"NC_031795.1_2150128","Promoter"
"104017","NC_031795.1",2150138,"NC_031795.1_2150138","Promoter"
"104019","NC_031795.1",2150156,"NC_031795.1_2150156","Promoter"
"104069","NC_031795.1",2238858,"NC_031795.1_2238858","Up- or downstream"
"104072","NC_031795.1",2238899,"NC_031795.1_2238899","Up- or downstream"
"104075","NC_031795.1",2259417,"NC_031795.1_2259417","Gene body"
"104076","NC_031795.1",2259430,"NC_031795.1_2259430","Gene body"
"104106","NC_031795.1",2301339,"NC_031795.1_2301339","Intergenic"
"104107","NC_031795.1",2301358,"NC_031795.1_2301358","Intergenic"
"104131","NC_031795.1",2316407,"NC_031795.1_2316407","Gene body"
"104146","NC_031795.1",2320539,"NC_031795.1_2320539","Up- or downstream"
"104174","NC_031795.1",2458616,"NC_031795.1_2458616","Intergenic"
"104175","NC_031795.1",2458623,"NC_031795.1_2458623","Intergenic"
"104212","NC_031795.1",2486901,"NC_031795.1_2486901","Promoter"
"104303","NC_031795.1",3009549,"NC_031795.1_3009549","Intergenic"
"104308","NC_031795.1",3009767,"NC_031795.1_3009767","Intergenic"
"104318","NC_031795.1",3063126,"NC_031795.1_3063126","Up- or downstream"
"104329","NC_031795.1",3086853,"NC_031795.1_3086853","Intergenic"
"104338","NC_031795.1",3086934,"NC_031795.1_3086934","Intergenic"
"104339","NC_031795.1",3086972,"NC_031795.1_3086972","Intergenic"
"104341","NC_031795.1",3086991,"NC_031795.1_3086991","Intergenic"
"104352","NC_031795.1",3134289,"NC_031795.1_3134289","Intergenic"
"104374","NC_031795.1",3256899,"NC_031795.1_3256899","Up- or downstream"
"104388","NC_031795.1",3259674,"NC_031795.1_3259674","Promoter"
"104401","NC_031795.1",3260032,"NC_031795.1_3260032","Promoter"
"104416","NC_031795.1",3282076,"NC_031795.1_3282076","Promoter"
"104419","NC_031795.1",3282130,"NC_031795.1_3282130","Promoter"
"104421","NC_031795.1",3330693,"NC_031795.1_3330693","Intergenic"
"104433","NC_031795.1",3341650,"NC_031795.1_3341650","Promoter"
"104449","NC_031795.1",3343814,"NC_031795.1_3343814","Promoter"
"104455","NC_031795.1",3358881,"NC_031795.1_3358881","Gene body"
"104456","NC_031795.1",3358883,"NC_031795.1_3358883","Gene body"
"104457","NC_031795.1",3358948,"NC_031795.1_3358948","Gene body"
"104458","NC_031795.1",3358969,"NC_031795.1_3358969","Gene body"
"104459","NC_031795.1",3358971,"NC_031795.1_3358971","Gene body"
"104462","NC_031795.1",3375935,"NC_031795.1_3375935","Gene body"
"104465","NC_031795.1",3381592,"NC_031795.1_3381592","Up- or downstream"
"104476","NC_031795.1",3387676,"NC_031795.1_3387676","Up- or downstream"
"104488","NC_031795.1",3404937,"NC_031795.1_3404937","Intergenic"
"104489","NC_031795.1",3404967,"NC_031795.1_3404967","Intergenic"
"104491","NC_031795.1",3405006,"NC_031795.1_3405006","Intergenic"
"104494","NC_031795.1",3405128,"NC_031795.1_3405128","Intergenic"
"104521","NC_031795.1",3449568,"NC_031795.1_3449568","Intergenic"
"104522","NC_031795.1",3449603,"NC_031795.1_3449603","Intergenic"
"104561","NC_031795.1",3614434,"NC_031795.1_3614434","Gene body"
"104573","NC_031795.1",3658155,"NC_031795.1_3658155","Intergenic"
"104580","NC_031795.1",3664725,"NC_031795.1_3664725","Intergenic"
"104587","NC_031795.1",3676119,"NC_031795.1_3676119","Intergenic"
"104588","NC_031795.1",3676130,"NC_031795.1_3676130","Intergenic"
"104591","NC_031795.1",3677565,"NC_031795.1_3677565","Intergenic"
"104624","NC_031795.1",3781085,"NC_031795.1_3781085","Gene body"
"104627","NC_031795.1",3831177,"NC_031795.1_3831177","Gene body"
"104629","NC_031795.1",3831224,"NC_031795.1_3831224","Gene body"
"104651","NC_031795.1",3880617,"NC_031795.1_3880617","Intergenic"
"104665","NC_031795.1",3891751,"NC_031795.1_3891751","Intergenic"
"104667","NC_031795.1",3891817,"NC_031795.1_3891817","Intergenic"
"104668","NC_031795.1",3891826,"NC_031795.1_3891826","Intergenic"
"104677","NC_031795.1",3910218,"NC_031795.1_3910218","Gene body"
"104681","NC_031795.1",3926885,"NC_031795.1_3926885","Promoter"
"104682","NC_031795.1",3926898,"NC_031795.1_3926898","Promoter"
"104683","NC_031795.1",3926900,"NC_031795.1_3926900","Promoter"
"104684","NC_031795.1",3926907,"NC_031795.1_3926907","Promoter"
"104685","NC_031795.1",3926910,"NC_031795.1_3926910","Promoter"
"104686","NC_031795.1",3926915,"NC_031795.1_3926915","Promoter"
"104687","NC_031795.1",3926930,"NC_031795.1_3926930","Promoter"
"104688","NC_031795.1",3926937,"NC_031795.1_3926937","Promoter"
"104737","NC_031795.1",4095196,"NC_031795.1_4095196","Intergenic"
"104757","NC_031795.1",4223042,"NC_031795.1_4223042","Up- or downstream"
"104758","NC_031795.1",4223102,"NC_031795.1_4223102","Up- or downstream"
"104760","NC_031795.1",4223146,"NC_031795.1_4223146","Up- or downstream"
"104762","NC_031795.1",4223165,"NC_031795.1_4223165","Up- or downstream"
"104763","NC_031795.1",4223176,"NC_031795.1_4223176","Up- or downstream"
"104789","NC_031795.1",4393972,"NC_031795.1_4393972","Gene body"
"104819","NC_031795.1",4466464,"NC_031795.1_4466464","Intergenic"
"104820","NC_031795.1",4466469,"NC_031795.1_4466469","Intergenic"
"104821","NC_031795.1",4466473,"NC_031795.1_4466473","Intergenic"
"104824","NC_031795.1",4466545,"NC_031795.1_4466545","Intergenic"
"104825","NC_031795.1",4466547,"NC_031795.1_4466547","Intergenic"
"104826","NC_031795.1",4466556,"NC_031795.1_4466556","Intergenic"
"104827","NC_031795.1",4466574,"NC_031795.1_4466574","Intergenic"
"104831","NC_031795.1",4467019,"NC_031795.1_4467019","Intergenic"
"104835","NC_031795.1",4473700,"NC_031795.1_4473700","Intergenic"
"104839","NC_031795.1",4473781,"NC_031795.1_4473781","Intergenic"
"104843","NC_031795.1",4473878,"NC_031795.1_4473878","Intergenic"
"104844","NC_031795.1",4483668,"NC_031795.1_4483668","Intergenic"
"104847","NC_031795.1",4490086,"NC_031795.1_4490086","Intergenic"
"104854","NC_031795.1",4490187,"NC_031795.1_4490187","Intergenic"
"104877","NC_031795.1",4547304,"NC_031795.1_4547304","Up- or downstream"
"104931","NC_031795.1",4583460,"NC_031795.1_4583460","Intergenic"
"104942","NC_031795.1",4675495,"NC_031795.1_4675495","Intergenic"
"104950","NC_031795.1",4677368,"NC_031795.1_4677368","Intergenic"
"104951","NC_031795.1",4677379,"NC_031795.1_4677379","Intergenic"
"104952","NC_031795.1",4677482,"NC_031795.1_4677482","Intergenic"
"104953","NC_031795.1",4677499,"NC_031795.1_4677499","Intergenic"
"104954","NC_031795.1",4677528,"NC_031795.1_4677528","Intergenic"
"104963","NC_031795.1",4679948,"NC_031795.1_4679948","Intergenic"
"104965","NC_031795.1",4679958,"NC_031795.1_4679958","Intergenic"
"104973","NC_031795.1",4680672,"NC_031795.1_4680672","Intergenic"
"104990","NC_031795.1",4747836,"NC_031795.1_4747836","Intergenic"
"104992","NC_031795.1",4747849,"NC_031795.1_4747849","Intergenic"
"104995","NC_031795.1",4756252,"NC_031795.1_4756252","Intergenic"
"105004","NC_031795.1",4780319,"NC_031795.1_4780319","Up- or downstream"
"105110","NC_031795.1",4921982,"NC_031795.1_4921982","Gene body"
"105111","NC_031795.1",4921998,"NC_031795.1_4921998","Gene body"
"105114","NC_031795.1",4960753,"NC_031795.1_4960753","Gene body"
"105116","NC_031795.1",4960788,"NC_031795.1_4960788","Gene body"
"105117","NC_031795.1",4960794,"NC_031795.1_4960794","Gene body"
"105118","NC_031795.1",4960832,"NC_031795.1_4960832","Gene body"
"105126","NC_031795.1",4981008,"NC_031795.1_4981008","TSS"
"105140","NC_031795.1",4981205,"NC_031795.1_4981205","TSS"
"105142","NC_031795.1",4981210,"NC_031795.1_4981210","TSS"
"105155","NC_031795.1",4982838,"NC_031795.1_4982838","Promoter"
"105157","NC_031795.1",4982857,"NC_031795.1_4982857","Promoter"
"105158","NC_031795.1",4982883,"NC_031795.1_4982883","Promoter"
"105159","NC_031795.1",4982901,"NC_031795.1_4982901","Promoter"
"105162","NC_031795.1",4982943,"NC_031795.1_4982943","Promoter"
"105191","NC_031795.1",5001126,"NC_031795.1_5001126","Gene body"
"105193","NC_031795.1",5007161,"NC_031795.1_5007161","Gene body"
"105195","NC_031795.1",5007173,"NC_031795.1_5007173","Gene body"
"105197","NC_031795.1",5007192,"NC_031795.1_5007192","Gene body"
"105198","NC_031795.1",5007214,"NC_031795.1_5007214","Gene body"
"105206","NC_031795.1",5011826,"NC_031795.1_5011826","Promoter"
"105266","NC_031795.1",5106739,"NC_031795.1_5106739","Intergenic"
"105352","NC_031795.1",5211059,"NC_031795.1_5211059","Up- or downstream"
"105357","NC_031795.1",5219526,"NC_031795.1_5219526","Promoter"
"105368","NC_031795.1",5264856,"NC_031795.1_5264856","Promoter"
"105369","NC_031795.1",5264922,"NC_031795.1_5264922","Promoter"
"105370","NC_031795.1",5311386,"NC_031795.1_5311386","Gene body"
"105371","NC_031795.1",5311395,"NC_031795.1_5311395","Gene body"
"105373","NC_031795.1",5311424,"NC_031795.1_5311424","Gene body"
"105375","NC_031795.1",5311466,"NC_031795.1_5311466","Gene body"
"105377","NC_031795.1",5311485,"NC_031795.1_5311485","Gene body"
"105378","NC_031795.1",5311497,"NC_031795.1_5311497","Gene body"
"105379","NC_031795.1",5311503,"NC_031795.1_5311503","Gene body"
"105380","NC_031795.1",5311557,"NC_031795.1_5311557","Gene body"
"105381","NC_031795.1",5311584,"NC_031795.1_5311584","Gene body"
"105382","NC_031795.1",5311594,"NC_031795.1_5311594","Gene body"
"105384","NC_031795.1",5311625,"NC_031795.1_5311625","Gene body"
"105385","NC_031795.1",5311653,"NC_031795.1_5311653","Gene body"
"105387","NC_031795.1",5311687,"NC_031795.1_5311687","Gene body"
"105388","NC_031795.1",5311726,"NC_031795.1_5311726","Gene body"
"105390","NC_031795.1",5311746,"NC_031795.1_5311746","Gene body"
"105391","NC_031795.1",5311789,"NC_031795.1_5311789","Gene body"
"105395","NC_031795.1",5379062,"NC_031795.1_5379062","Intergenic"
"105400","NC_031795.1",5403390,"NC_031795.1_5403390","Intergenic"
"105412","NC_031795.1",5463841,"NC_031795.1_5463841","Intergenic"
"105428","NC_031795.1",5479830,"NC_031795.1_5479830","Intergenic"
"105434","NC_031795.1",5518733,"NC_031795.1_5518733","Intergenic"
"105452","NC_031795.1",5554169,"NC_031795.1_5554169","Intergenic"
"105455","NC_031795.1",5555231,"NC_031795.1_5555231","Intergenic"
"105458","NC_031795.1",5555320,"NC_031795.1_5555320","Intergenic"
"105491","NC_031795.1",5796303,"NC_031795.1_5796303","Up- or downstream"
"105534","NC_031795.1",6047340,"NC_031795.1_6047340","Up- or downstream"
"105561","NC_031795.1",6255466,"NC_031795.1_6255466","Intergenic"
"105564","NC_031795.1",6255560,"NC_031795.1_6255560","Intergenic"
"105727","NC_031796.1",364228,"NC_031796.1_364228","Promoter"
"105749","NC_031796.1",541868,"NC_031796.1_541868","Gene body"
"105768","NC_031796.1",608491,"NC_031796.1_608491","Up- or downstream"
"105789","NC_031796.1",661160,"NC_031796.1_661160","Intergenic"
"105816","NC_031796.1",731443,"NC_031796.1_731443","Intergenic"
"105857","NC_031796.1",763667,"NC_031796.1_763667","Up- or downstream"
"105885","NC_031796.1",812888,"NC_031796.1_812888","Intergenic"
"105927","NC_031796.1",943607,"NC_031796.1_943607","Promoter"
"105936","NC_031796.1",953542,"NC_031796.1_953542","Up- or downstream"
"105969","NC_031796.1",1012153,"NC_031796.1_1012153","Promoter"
"105980","NC_031796.1",1062231,"NC_031796.1_1062231","Up- or downstream"
"105981","NC_031796.1",1062257,"NC_031796.1_1062257","Up- or downstream"
"105986","NC_031796.1",1075398,"NC_031796.1_1075398","Gene body"
"105995","NC_031796.1",1088882,"NC_031796.1_1088882","Up- or downstream"
"106018","NC_031796.1",1109646,"NC_031796.1_1109646","Gene body"
"106021","NC_031796.1",1109712,"NC_031796.1_1109712","Gene body"
"106079","NC_031796.1",1145643,"NC_031796.1_1145643","Up- or downstream"
"106080","NC_031796.1",1145664,"NC_031796.1_1145664","Up- or downstream"
"106082","NC_031796.1",1145669,"NC_031796.1_1145669","Up- or downstream"
"106088","NC_031796.1",1145720,"NC_031796.1_1145720","Up- or downstream"
"106089","NC_031796.1",1145738,"NC_031796.1_1145738","Up- or downstream"
"106126","NC_031796.1",1201396,"NC_031796.1_1201396","Promoter"
"106127","NC_031796.1",1201399,"NC_031796.1_1201399","Promoter"
"106130","NC_031796.1",1201445,"NC_031796.1_1201445","Promoter"
"106131","NC_031796.1",1201459,"NC_031796.1_1201459","Promoter"
"106140","NC_031796.1",1213404,"NC_031796.1_1213404","Up- or downstream"
"106141","NC_031796.1",1213408,"NC_031796.1_1213408","Up- or downstream"
"106148","NC_031796.1",1227045,"NC_031796.1_1227045","Up- or downstream"
"106151","NC_031796.1",1230399,"NC_031796.1_1230399","Up- or downstream"
"106154","NC_031796.1",1230431,"NC_031796.1_1230431","Up- or downstream"
"106155","NC_031796.1",1230456,"NC_031796.1_1230456","Up- or downstream"
"106156","NC_031796.1",1230461,"NC_031796.1_1230461","Up- or downstream"
"106158","NC_031796.1",1419343,"NC_031796.1_1419343","Intergenic"
"106166","NC_031796.1",1419439,"NC_031796.1_1419439","Intergenic"
"106170","NC_031796.1",1419502,"NC_031796.1_1419502","Intergenic"
"106174","NC_031796.1",1428442,"NC_031796.1_1428442","Intergenic"
"106175","NC_031796.1",1428444,"NC_031796.1_1428444","Intergenic"
"106179","NC_031796.1",1428580,"NC_031796.1_1428580","Intergenic"
"106202","NC_031796.1",1541069,"NC_031796.1_1541069","Gene body"
"106203","NC_031796.1",1541083,"NC_031796.1_1541083","Gene body"
"106204","NC_031796.1",1541100,"NC_031796.1_1541100","Gene body"
"106205","NC_031796.1",1541248,"NC_031796.1_1541248","Gene body"
"106218","NC_031796.1",1606792,"NC_031796.1_1606792","Intergenic"
"106234","NC_031796.1",1652081,"NC_031796.1_1652081","Up- or downstream"
"106235","NC_031796.1",1652182,"NC_031796.1_1652182","Up- or downstream"
"106346","NC_031796.1",1796694,"NC_031796.1_1796694","Up- or downstream"
"106347","NC_031796.1",1796696,"NC_031796.1_1796696","Up- or downstream"
"106350","NC_031796.1",1817107,"NC_031796.1_1817107","Up- or downstream"
"106401","NC_031796.1",1894778,"NC_031796.1_1894778","Gene body"
"106403","NC_031796.1",1894907,"NC_031796.1_1894907","Promoter"
"106407","NC_031796.1",1896840,"NC_031796.1_1896840","Promoter"
"106410","NC_031796.1",1896899,"NC_031796.1_1896899","Promoter"
"106413","NC_031796.1",1896921,"NC_031796.1_1896921","Promoter"
"106414","NC_031796.1",1896941,"NC_031796.1_1896941","Promoter"
"106423","NC_031796.1",1902720,"NC_031796.1_1902720","Gene body"
"106427","NC_031796.1",1902796,"NC_031796.1_1902796","Gene body"
"106428","NC_031796.1",1923548,"NC_031796.1_1923548","Promoter"
"106429","NC_031796.1",1923569,"NC_031796.1_1923569","Promoter"
"106430","NC_031796.1",1923581,"NC_031796.1_1923581","Promoter"
"106431","NC_031796.1",1923621,"NC_031796.1_1923621","TSS"
"106432","NC_031796.1",1923626,"NC_031796.1_1923626","TSS"
"106433","NC_031796.1",1923628,"NC_031796.1_1923628","TSS"
"106434","NC_031796.1",1923636,"NC_031796.1_1923636","TSS"
"106435","NC_031796.1",1923638,"NC_031796.1_1923638","TSS"
"106436","NC_031796.1",1923655,"NC_031796.1_1923655","TSS"
